;;;;;;;
artist_name;track_name;popularity;year;genre;danceability;energy;valence
Frédéric Chopin;Polonaise No. 4 in C Minor, Op. 40, No. 2;10;2013;classical;0,289;0,0909;0,0775
Ludwig van Beethoven;Piano Sonata No. 28 in A Major, Op. 101: I. Etwas lebhaft und mit der innigsten Empfindung;23;2013;classical;0,396;0,00854;0,0774
Claude Debussy;Clair De Lune;56;2014;classical;0,202;0,129;0,0793
Felix Mendelssohn;Lied ohne Worte in F-Sharp Minor, Op. 67/2;55;2014;classical;0,351;0,112;0,396
Franz Liszt;Die Rose, Romanze aus der Oper Zemir und Azor, S571/R259 (Spohr);48;2014;classical;0,329;0,0171;0,127
Claude Debussy;Suite Bergamasque, L. 75: III. Clair de lune;48;2014;classical;0,278;0,00448;0,0391
Sergei Rachmaninoff;Moments musicaux, Op. 16: No. 5 in D-Flat Major. Adagio sostenuto;36;2014;classical;0,317;0,00558;0,0463
Sergei Rachmaninoff;10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia;46;2014;classical;0,359;0,282;0,177
Ludwig van Beethoven;"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": II. Finale. Allegro - Allegretto, ma non troppo, quasi andante con moto";36;2014;classical;0,316;0,0659;0,117
Frédéric Chopin;Piano Concerto No. 1 in E Minor, Op. 11: I. Allegro maestoso;39;2014;classical;0,291;0,132;0,0575
Felix Mendelssohn;"Lieder ohne Worte, Book 2, Op. 30: VI. Allegretto tranquillo ""Venetianisches Gondellied"", MWV U110";35;2014;classical;0,176;0,00365;0,0708
Frédéric Chopin;Mazurka No. 43 en sol mineur, Op. Posth. 67 No. 2, WN 64;34;2014;classical;0,37;0,022;0,216
Frédéric Chopin;Barcarolle in F-Sharp Major, Op. 60;33;2014;classical;0,27;0,0459;0,0383
Frédéric Chopin;Mazurkas, Op. 67: Mazurka No. 4 in A Minor;35;2014;classical;0,312;0,118;0,12
Ludwig van Beethoven;"Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto";29;2014;classical;0,112;0,00376;0,104
Sergei Rachmaninoff;Итальянская полька в Ми Минор;31;2014;classical;0,557;0,0697;0,697
Franz Liszt;Wiegenlied, S. 198;30;2014;classical;0,305;0,00398;0,106
Ludwig van Beethoven;Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando;25;2014;classical;0,451;0,0261;0,254
Claude Debussy;Petite suite, L65: En bateau;22;2014;classical;0,257;0,0157;0,0487
Ludwig van Beethoven;Piano Sonata in D Major, Op. 28 - 'Pastoral': I. Allegro;23;2014;classical;0,282;0,0268;0,0819
Frédéric Chopin;Nocturne No. 20 in C-Sharp Minor, Op. post. (arr. for cello and piano);20;2014;classical;0,202;0,0402;0,0597
Claude Debussy;Preludes, Book 1: No. 1. Danseuses de Delphes;20;2014;classical;0,394;0,0028;0,086
Ludwig van Beethoven;Beethoven: Violin Sonata No. 6 in A Major, Op. 30 No. 1: II. Adagio molto espressivo;21;2014;classical;0,148;0,0283;0,0702
Felix Mendelssohn;Lieder ohne Worte, Book 8, Op. 102: I. Andante un poco agitato, MWV U162;21;2014;classical;0,46;0,023;0,0555
Felix Mendelssohn;"Lieder ohne Worte, Book 1, Op. 19b: VI. Andante sostenuto ""Venetianisches Gondellied"", MWV U78";25;2014;classical;0,264;0,00804;0,183
Ludwig van Beethoven;Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio;22;2014;classical;0,223;0,162;0,143
Frédéric Chopin;12 Etudes, Op. 10: No. 4 In C Sharp Minor;15;2014;classical;0,48;0,311;0,6
Claude Debussy;Suite bergamasque, L. 75: III. Clair de lune;15;2014;classical;0,125;0,0917;0,0393
Felix Mendelssohn;Lieder ohne Worte, Book 8, Op. 102: VI. Andante, MWV U172;19;2014;classical;0,445;0,00472;0,256
Ludwig van Beethoven;Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante;15;2014;classical;0,307;0,0326;0,24
Frédéric Chopin;3 Pieces, Op. 11: Mazurka in F-Sharp Minor;25;2014;classical;0,369;0,0765;0,236
Frédéric Chopin;Etude in C-Sharp Minor, Op. 25/7;26;2014;classical;0,168;0,0116;0,0396
Frédéric Chopin;Etudes, Op. 25: No. 12 in C Minor 'Ocean' (Molto allego con fuoco);20;2014;classical;0,237;0,179;0,0621
Frédéric Chopin;"12 Études, Op. 25: No. 5 in E Minor ""Wrong Note""";21;2014;classical;0,396;0,0855;0,187
Sergei Rachmaninoff;14 Romances, Op. 34: No. 14, Vocalise;23;2014;classical;0,194;0,0663;0,0405
Ludwig van Beethoven;Serenade in D Major, Op. 8: IV. Allegretto alla Polacca;17;2014;classical;0,428;0,0737;0,257
Ludwig van Beethoven;Prizeman, Beethoven: Joyful, Joyful, We adore Thee (After Beethoven's Ode to Joy from Symphony No. 9 in D Minor, Op. 125) [Live];22;2014;classical;0,309;0,273;0,142
Sergei Rachmaninoff;Rachmaninov: 2 Pieces: No. 2, Romance in A Major;16;2014;classical;0,313;0,0337;0,0384
Felix Mendelssohn;"Symphony No. 3 in A Minor, Op. 56 ""Scottish"": IV. Allegro vivacissimo - Allegro maestoso assai";22;2014;classical;0,35;0,204;0,224
Frédéric Chopin;Piano Concerto No. 1 In E Minor, Op. 11: 2. Romance (Larghetto) - Live In Kiel / 1968;13;2014;classical;0,196;0,085;0,04
Sergei Rachmaninoff;"All-Night Vigil, Op. 37, ""Vespers"": Beginning song: Come let us worship";12;2014;classical;0,191;0,0524;0,0399
Claude Debussy;Préludes, L. 117, Premier Livre: VIII. La fille aux cheveux de lin;23;2014;classical;0,106;0,0122;0,0697
Frédéric Chopin;Nocturne No. 20 In C-Sharp Minor, Op. Posth.;13;2014;classical;0,484;0,135;0,21
Felix Mendelssohn;"Song Without Words, Op. 60: I. Andante espressivo ""May Breezes"" (Arr. Kreisler)";24;2014;classical;0,257;0,112;0,0491
Franz Liszt;Hungarian Rhapsody No. 6 in D-Flat Major, S.244/6;18;2014;classical;0,425;0,167;0,134
Frédéric Chopin;"12 Etudes, Op. 25: No. 11 In A Minor ""Winter Wind""";12;2014;classical;0,327;0,356;0,0733
Claude Debussy;Preludes, Book 1: No. 4. Les sons et les parfums tournent dans l'air du soir;15;2014;classical;0,344;0,00516;0,0363
Claude Debussy;"Valse ""La plus que lente""";19;2014;classical;0,164;0,0652;0,0576
Claude Debussy;Clair de Lune, L. 32;18;2014;classical;0,396;0,0152;0,0556
Sergei Rachmaninoff;Rachmaninoff: Vocalise, Op. 34, No. 14;18;2014;classical;0,0708;0,0564;0,035
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation 18;12;2014;classical;0,145;0,0346;0,0431
Frédéric Chopin;3 Nouvelles études, B.130: No. 1 in F Minor (Andantino);15;2014;classical;0,258;0,0512;0,0668
Frédéric Chopin;"12 Etudes, Op. 10: No. 12 In C Minor ""Revolutionary""";14;2014;classical;0,189;0,166;0,164
Claude Debussy;Preludes, Book 1: No. 8. La fille aux cheveux de lin;15;2014;classical;0,219;0,00351;0,169
Claude Debussy;Preludes, Book 1: No. 5. Les collines d'Anacapri;15;2014;classical;0,29;0,0325;0,0889
Ludwig van Beethoven;Symphony No. 8 in F Major, Op. 93: III. Tempo di Menuetto;18;2014;classical;0,152;0,0312;0,0911
Ludwig van Beethoven;Ode to Sorrow (Based on Ode to Joy) [Arr. for String Quartet];14;2014;classical;0,258;0,317;0,259
Claude Debussy;Ballade;15;2014;classical;0,321;0,00633;0,0372
Frédéric Chopin;Rondo a la krakowiak in F Major, Op. 14;10;2014;classical;0,361;0,071;0,109
Ludwig van Beethoven;Sister Act Medley: Joyful, Joyful / Oh Happy Day (Arr. C. Papworth & M. Warren);17;2014;classical;0,324;0,48;0,418
Claude Debussy;Preludes, Book 1: No. 6. Des pas sur la neige;14;2014;classical;0,329;0,00106;0,0433
Claude Debussy;Préludes, Book 1, L 117: The Girl with the Flaxen Hair - La fille aux cheveux de lin;20;2014;classical;0,393;0,0421;0,152
Frédéric Chopin;ワルツ第10番ロ短調作品69の2;18;2014;classical;0,341;0,0336;0,168
Felix Mendelssohn;Lieder ohne Worte, Book 1, Op. 19b: I. Andante con moto, MWV U86;20;2014;classical;0,347;0,00666;0,135
Felix Mendelssohn;"Lieder ohne Worte, Book 5, Op. 62: V. Andante con moto ""Venetianisches Gondellied"", MWV U151";18;2014;classical;0,327;0,00707;0,0715
Felix Mendelssohn;From Songs without Words, Op.19, No. 4;16;2014;classical;0,375;0,00739;0,268
Sergei Rachmaninoff;Siren: Lilacs, Op. 21, No. 5;10;2014;classical;0,216;0,0155;0,0893
Ludwig van Beethoven;"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""";63;2015;classical;0,289;0,0306;0,118
Frédéric Chopin;Nocturne Op. 9 No. 2;61;2015;classical;0,446;0,0146;0,0815
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile;52;2015;classical;0,205;0,0525;0,0511
Claude Debussy;2 Arabesques, L. 66: No. 1 in E Major;55;2015;classical;0,252;0,00676;0,0897
Frédéric Chopin;Chopin: Berceuse in D-Flat Major, Op. 57;48;2015;classical;0,295;0,0225;0,0397
Ludwig van Beethoven;"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo";42;2015;classical;0,302;0,0355;0,186
Sergei Rachmaninoff;Variations on a Theme of Chopin, Op. 22: Variation No. 16 Lento;36;2015;classical;0,184;0,00188;0,423
Claude Debussy;Beau Soir, L. 6;34;2015;classical;0,197;0,0216;0,0393
Ludwig van Beethoven;String Quartet No. 3 in D Major, Op. 18: II. Andante con moto;36;2015;classical;0,206;0,0319;0,0821
Ludwig van Beethoven;Cello Sonata No. 3 in A Major, Op. 69: II. Scherzo: Allegro molto;29;2015;classical;0,421;0,159;0,34
Claude Debussy;Preludes, L. 123, Book II: V. Bruyères;33;2015;classical;0,238;0,0208;0,0834
Frédéric Chopin;"Préludes, Op. 28: No. 15 in D-Flat Major ""Raindrop-Prélude""";29;2015;classical;0,368;0,00464;0,0617
Claude Debussy;Clair de lune L.75;35;2015;classical;0,396;0,00568;0,0488
Frédéric Chopin;Waltz Op. 69 No. 2;33;2015;classical;0,367;0,0345;0,0941
Claude Debussy;Preludes, L. 123, Book II: II. Feuilles mortes;30;2015;classical;0,389;0,00208;0,0387
Frédéric Chopin;"Prélude in D Flat Major (""Raindrop""), Op. 28, No. 15";23;2015;classical;0,296;0,0223;0,0837
Frédéric Chopin;Berceuse in D Flat Major, Op. 57;24;2015;classical;0,219;0,0323;0,0605
Frédéric Chopin;Nocturne in C Sharp Minor;24;2015;classical;0,241;0,0912;0,0784
Frédéric Chopin;Nocturne in G Minor;22;2015;classical;0,297;0,0963;0,308
Claude Debussy;Petite suite, L. 65: En bateau;27;2015;classical;0,411;0,0154;0,0515
Sergei Rachmaninoff;Vespers, Op. 37: VI. Bogoroditse Devo;20;2015;classical;0,146;0,016;0,0377
Claude Debussy;Deux Arabesques, L66: No. 1: Andantino con moto;20;2015;classical;0,268;0,0124;0,0726
Frédéric Chopin;Piano Sonata No. 3: Largo;20;2015;classical;0,297;0,012;0,108
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 7 Meno mosso, a tempo moderato;18;2015;classical;0,393;0,00306;0,303
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 12 Tempo di minuetto;17;2015;classical;0,288;0,00878;0,0589
Claude Debussy;Preludes, L. 117, Book I: VIII. La fille aux cheveux de lin;23;2015;classical;0,419;0,00442;0,16
Frédéric Chopin;Waltz in G-Flat Major, Op. 70 No. 1;24;2015;classical;0,414;0,0575;0,405
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 11 Moderato;17;2015;classical;0,168;0,135;0,0374
Frédéric Chopin;Sonata In G Minor For Cello & Piano, Op. 65: 1. Allegro moderato;17;2015;classical;0,252;0,156;0,0577
Frédéric Chopin;12 Etudes, Op. 25: No. 7 in C Sharp Minor;17;2015;classical;0,107;0,0191;0,0571
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 6 L'istesso tempo;16;2015;classical;0,335;0,0265;0,159
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 15 Più vivo scherzando;16;2015;classical;0,25;0,109;0,336
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 8 Tempo I;16;2015;classical;0,448;0,363;0,882
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 24 A tempo un poco meno mosso;16;2015;classical;0,488;0,263;0,434
Ludwig van Beethoven;String Quartet No. 2 in G Major, Op. 18, No. 2: II. Adagio cantabile - Allegro;21;2015;classical;0,177;0,0794;0,0783
Frédéric Chopin;Waltzes, Op. 64: II. Tempo giusto;24;2015;classical;0,244;0,0335;0,163
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 9 L'istesso tempo;16;2015;classical;0,539;0,237;0,631
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 19 A tempo vivace;15;2015;classical;0,381;0,122;0,739
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 10 L'istesso tempo;15;2015;classical;0,374;0,201;0,691
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 17 Allegretto;15;2015;classical;0,207;0,0305;0,0395
Ludwig van Beethoven;String Quartet No. 6 in B-Flat Major, Op. 18 No. 6: II. Adagio ma non troppo;20;2015;classical;0,245;0,024;0,125
Sergei Rachmaninoff;Sonata In G Minor For Cello & Piano, Op. 19: 1. Lento - Allegro moderato;16;2015;classical;0,182;0,0847;0,0527
Claude Debussy;Ballade, L. 70;22;2015;classical;0,334;0,0173;0,0358
Sergei Rachmaninoff;Vocalise, Op. 34, No. 14 (Arr. for Piano By Nikolaj Abramson);20;2015;classical;0,523;0,00754;0,223
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 20 Un poco più vivo;15;2015;classical;0,421;0,134;0,454
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 14 L'istesso tempo;15;2015;classical;0,388;0,29;0,458
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 16 Allegretto;15;2015;classical;0,219;0,00867;0,0393
Claude Debussy;Clair de Lune (Moonlight) from Suite Bergamasque (1905);18;2015;classical;0,31;0,0288;0,0384
Felix Mendelssohn;Lied Ohne Worte, Op. 109;22;2015;classical;0,201;0,0617;0,0723
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 22 Marziale. Un poco più vivo. Alla breve;15;2015;classical;0,304;0,253;0,193
Claude Debussy;"Suite Bergamasque, L. 75: I. ""Prélude""";21;2015;classical;0,385;0,0661;0,12
Sergei Rachmaninoff;Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato;26;2015;classical;0,162;0,172;0,0386
Sergei Rachmaninoff;Prélude in C-Sharp Minor, Op. 3 No. 2 (Lento);20;2015;classical;0,425;0,0574;0,0553
Frédéric Chopin;Polonaise In A Flat Major, Op. 53 - Live;21;2015;classical;0,222;0,137;0,109
Sergei Rachmaninoff;Rhapsody on a Theme of Paganini, Op. 43: Variation No. 23 L'istesso tempo;15;2015;classical;0,572;0,381;0,223
Frédéric Chopin;Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major;21;2015;classical;0,347;0,0578;0,0382
Frédéric Chopin;Nocturne in C Minor, Op. 48 No. 1 - Live;20;2015;classical;0,322;0,0694;0,0382
Frédéric Chopin;24 Préludes, Op. 28: No. 4 in E Minor: Largo - Live;18;2015;classical;0,295;0,00754;0,0368
Frédéric Chopin;Barcarolle in F Sharp-Major, Op. 60;21;2015;classical;0,258;0,0417;0,0579
Sergei Rachmaninoff;Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto;25;2015;classical;0,133;0,0633;0,0392
Frédéric Chopin;Cello Sonata in G Minor, Op. 65: I. Allegro moderato;20;2015;classical;0,208;0,106;0,0749
Sergei Rachmaninoff;Variations on a Theme of Chopin, Op. 22: Variation No. 6 Meno mosso;13;2015;classical;0,371;0,00954;0,097
Ludwig van Beethoven;Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 24 - Fughetta. Andante;19;2015;classical;0,281;0,0185;0,313
Ludwig van Beethoven;Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 3 - L'istesso tempo;24;2015;classical;0,362;0,0158;0,331
Frédéric Chopin;Nocturne in B-Flat Minor, Op. 9 No. 1;19;2015;classical;0,306;0,0368;0,0633
Ludwig van Beethoven;"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": V. Shepherd's Song: Happy and Thankful Feelings after the Storm: Allegretto";18;2015;classical;0,0998;0,0915;0,0738
Frédéric Chopin;3 Mazurkas, Op. 63: II. Lento;19;2015;classical;0,283;0,00958;0,124
Frédéric Chopin;24 Préludes, Op. 28: No. 1 in C Major: Agitato - Live;16;2015;classical;0,239;0,145;0,216
Sergei Rachmaninoff;Variations on a Theme of Chopin, Op. 22: Variation No. 1 Moderato;12;2015;classical;0,182;0,00349;0,755
Sergei Rachmaninoff;Vocalise, Op 34, No. 14;12;2015;classical;0,194;0,0452;0,0395
Frédéric Chopin;Etude No.12 in C Minor, Op.10;15;2015;classical;0,268;0,141;0,108
Frédéric Chopin;3 Mazurkas, Op. 63: III. Allegretto;18;2015;classical;0,403;0,018;0,316
Frédéric Chopin;Preludes, Op. 28: No. 13 in F-Sharp Major;17;2015;classical;0,337;0,00309;0,252
Frédéric Chopin;Nocturnes, Op. 27: No. 2 in D-Flat Major;42;2016;classical;0,394;0,00948;0,0423
Claude Debussy;La Fille Aux Cheveux De Lin, L. 117;41;2016;classical;0,372;0,00297;0,226
Franz Liszt;"3 Études de Concert, S. 144: No. 3 in D-Flat Major ""Un sospiro""";43;2016;classical;0,152;0,0568;0,0335
Sergei Rachmaninoff;The Sleeping Beauty Suite, Op. 66a, TH 234 (Arr. S. Rachmaninoff): IV. Panorama;36;2016;classical;0,498;0,0206;0,165
Franz Liszt;"Grandes Études de Paganini, S. 141: No. 3 in G-Sharp Minor ""La Campanella""";38;2016;classical;0,268;0,204;0,417
Claude Debussy;6 Épigraphes antiques, L. 131 (Arr. E. Ansermet for Orchestra): No. 1. Pour invoquer Pan, dieu du vent d'été;31;2016;classical;0,104;0,01;0,073
Claude Debussy;Debussy: En blanc et noir, pour piano à quatre mains, CD 142, L. 134: I. Avec emportement (Live);34;2016;classical;0,38;0,144;0,0624
Ludwig van Beethoven;Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace;30;2016;classical;0,301;0,0908;0,148
Frédéric Chopin;"Waltzes, Op. 64: Waltz No. 6 in D-Flat Major, Op. 64, No. 1, ""Minute""";27;2016;classical;0,242;0,0601;0,286
Frédéric Chopin;Prelude in E Minor, Op. 28, No. 4;32;2016;classical;0,418;0,0101;0,0365
Sergei Rachmaninoff;6 Moments musicaux, Op. 16: No. 4 in E Minor: Presto;30;2016;classical;0,257;0,186;0,0692
Ludwig van Beethoven;Beethoven: Cello Sonata No. 1 in F Major, Op. 5 No. 1: II. Rondo - Allegro vivace;28;2016;classical;0,302;0,125;0,27
Frédéric Chopin;Funeral March in C Minor, Op. 72, No. 2;27;2016;classical;0,571;0,00666;0,204
Sergei Rachmaninoff;6 Moments musicaux, Op. 16: No. 5 in D-Flat Major: Adagio sostenuto;29;2016;classical;0,367;0,00259;0,038
Ludwig van Beethoven;Missa Solemnis in D Major, Op. 123: I. Kyrie;28;2016;classical;0,096;0,0609;0,0359
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 4 Mazeppa (Presto);29;2016;classical;0,315;0,332;0,0389
Franz Liszt;"Étude de Concert in D Flat Major, S144 No. 3: ""Un Sospiro""";25;2016;classical;0,215;0,134;0,0377
Felix Mendelssohn;"Symphony No. 4 in A Major, Op. 90, MWV N16, ""Italian"": IV. Saltarello (Presto)";27;2016;classical;0,413;0,146;0,298
Claude Debussy;La plus que lente, L. 121;25;2016;classical;0,406;0,0404;0,0677
Ludwig van Beethoven;Sonata for Piano and Violin No. 8 in G Major, Op. 30: II. Tempo di minuetto, ma molto moderato e grazioso;25;2016;classical;0,207;0,028;0,156
Ludwig van Beethoven;"Beethoven: Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer"": I. Adagio sostenuto - Presto";26;2016;classical;0,323;0,134;0,119
Franz Liszt;Grandes Études de Paganini, S. 141: No. 6 in A Minor;26;2016;classical;0,371;0,191;0,245
Felix Mendelssohn;Violin Concerto in D Minor, MWV 03: I. Allegro molto;24;2016;classical;0,314;0,302;0,503
Sergei Rachmaninoff;Études-tableaux, Op. 39: No. 6 in A Minor: Allegro;25;2016;classical;0,331;0,194;0,162
Claude Debussy;Suite bergamasque, L.75: 3. Clair de lune - Excerpt / Live From Yellow Lounge;21;2016;classical;0,137;0,0457;0,0398
Sergei Rachmaninoff;Études-tableaux, Op. 39: No. 2 in A Minor: Lento assai;23;2016;classical;0,241;0,011;0,0393
Sergei Rachmaninoff;Études-tableaux, Op. 39: No. 5 in E-Flat Minor: Appassionato;24;2016;classical;0,199;0,107;0,0369
Franz Liszt;"6 Grandes études de Paganini, S. 141: No. 3 in A-Flat Minor ""La campanella""";26;2016;classical;0,369;0,195;0,378
Franz Liszt;Transcendental Études, S. 139: No. 4, Mazeppa;23;2016;classical;0,342;0,208;0,0576
Ludwig van Beethoven;Sonatina In G Major, Anh. 5 No. 1;21;2016;classical;0,464;0,0838;0,242
Sergei Rachmaninoff;6 Moments musicaux, Op. 16: No. 1 in B-Flat Minor: Andantino;22;2016;classical;0,189;0,0185;0,0378
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 12 Chasse neige (Andante con moto);24;2016;classical;0,213;0,181;0,0383
Sergei Rachmaninoff;6 Moments musicaux, Op. 16: No. 6 in C Major: Maestoso;21;2016;classical;0,219;0,0944;0,0387
Franz Liszt;Piano Concerto No. 2 in A Major, S. 125: Allegro deciso -;24;2016;classical;0,281;0,316;0,217
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 5 Feux follets (Allegretto);24;2016;classical;0,291;0,146;0,358
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 1 Prélude (Presto);23;2016;classical;0,385;0,165;0,228
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 8 Wilde Jagd (Presto furioso);22;2016;classical;0,423;0,202;0,195
Felix Mendelssohn;Violin Concerto in D Minor, MWV 03: II. Andante;20;2016;classical;0,163;0,271;0,14
Frédéric Chopin;"Preludio Op. 28 No. 4 ""The Pain Room"" - Re-Recorded Version";27;2016;classical;0,305;0,00522;0,036
Sergei Rachmaninoff;Symphony No. 2 in E Minor, Op. 27: III. Adagio;18;2016;classical;0,073;0,0626;0,0347
Franz Liszt;12 Études d'exécution transcendante, S. 139: No. 2 Molto vivace;22;2016;classical;0,402;0,317;0,37
Sergei Rachmaninoff;6 Moments musicaux, Op. 16: No. 3 in B Minor: Andante cantabile;20;2016;classical;0,46;0,00731;0,128
Ludwig van Beethoven;Violin Sonata No. 9 in A Minor, Op, 47, “Kreutzer”: I. Adagio sostenuto – Presto;20;2016;classical;0,373;0,244;0,113
Frédéric Chopin;Nocturnes, Op. 9: No. 1 in B-Flat Minor;22;2016;classical;0,312;0,0198;0,0701
Franz Liszt;Piano Concerto No. 2 in A Major, S. 125: Marziale un poco meno allegro -;22;2016;classical;0,468;0,3;0,14
Ludwig van Beethoven;Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2);56;2017;classical;0,216;0,199;0,339
Frédéric Chopin;Fantasy on Polish Airs, Op. 13: Largo non troppo;51;2017;classical;0,258;0,00795;0,046
Frédéric Chopin;"Chopin: Waltz No. 9 in A-Flat Major, Op. 69 No. 1, ""The Farewell Waltz """;45;2017;classical;0,347;0,0169;0,116
Felix Mendelssohn;Songs without Words, Op. 67, No. 3 in B-Flat Major: Andante tranquillo;44;2017;classical;0,411;0,0248;0,0567
Sergei Rachmaninoff;Preghiera (Arr. by Fritz Kreisler from Piano Concerto No. 2 in C Minor, Op. 18, 2nd Movement);43;2017;classical;0,221;0,0612;0,0692
Claude Debussy;L'isle joyeuse, L. 106;44;2017;classical;0,289;0,076;0,0324
Claude Debussy;Debussy: Piano Trio in G Major, L. 5: III. Andante espressivo;42;2017;classical;0,122;0,0963;0,133
Frédéric Chopin;"Prelude in D-Flat Major, Op. 28: No. 15. ""Raindrop""";32;2017;classical;0,433;0,0136;0,0626
Franz Liszt;Liszt: 6 Consolations, S. 172: No. 3 in D-Flat Major;36;2017;classical;0,294;0,00916;0,0663
Frédéric Chopin;Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2;38;2017;classical;0,363;0,022;0,0912
Sergei Rachmaninoff;Morceaux de Fantaisie, Op. 3: 1. Elégie;34;2017;classical;0,203;0,0851;0,0395
Frédéric Chopin;Andante in E-flat Major, Op. 9, No. 2;32;2017;classical;0,435;0,0333;0,0641
Claude Debussy;Debussy: Piano Trio in G Major, L. 5: II. Scherzo - Intermezzo - Moderato con allegro;34;2017;classical;0,394;0,0366;0,34
Felix Mendelssohn;"Overture to ""A Midsummer Night's Dream"", Op. 21: Tempo primo";35;2017;classical;0,24;0,0373;0,0519
Ludwig van Beethoven;"Piano Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto";31;2017;classical;0,337;0,0191;0,116
Frédéric Chopin;Chopin: Nocturne No. 4 in F Major, Op. 15 No. 1;34;2017;classical;0,253;0,0264;0,0384
Frédéric Chopin;Rondo à la Krakowiak in F Major, Op. 14: Introduzione. Andantino quasi Allegretto - Allegro molto;34;2017;classical;0,305;0,00793;0,0698
Claude Debussy;Debussy: Piano Trio in G Major, L. 5: I. Andantino con moto allegro;33;2017;classical;0,148;0,108;0,178
Frédéric Chopin;Mazurka in F Minor, Op. Posth. 68: No. 4 Andantino;33;2017;classical;0,297;0,00618;0,149
Sergei Rachmaninoff;Piano Concerto No. 2 in C Minor, Op. 18: III. Allegro scherzando;33;2017;classical;0,235;0,144;0,0396
Frédéric Chopin;Chopin: Nocturne No. 21 in C Minor, Op. posth.;29;2017;classical;0,283;0,00952;0,0486
Sergei Rachmaninoff;6 Songs, Op. 38: No. 3. Daisies (version for piano);31;2017;classical;0,44;0,0542;0,127
Claude Debussy;Debussy: Piano Trio in G Major, L. 5: IV. Finale - Appassionato;31;2017;classical;0,257;0,202;0,161
Claude Debussy;Debussy: Cello Sonata in D Minor, L. 135: I. Prologue;30;2017;classical;0,162;0,0241;0,143
Claude Debussy;Debussy / Orch. Koechlin: Khamma, CD 132, L. 125;28;2017;classical;0,0671;0,0146;0,036
Claude Debussy;Images I, L. 110: I. Reflets dans l'eau;29;2017;classical;0,331;0,0172;0,0305
Sergei Rachmaninoff;Piano Concerto No. 3 in D Minor, Op. 30: III. Finale - alla breve;28;2017;classical;0,255;0,208;0,0557
Sergei Rachmaninoff;Piano Concerto No. 3 in D Minor, Op. 30: II. Intermezzo - Adagio;29;2017;classical;0,138;0,0478;0,037
Frédéric Chopin;Nocturne in C-Sharp Minor, B. 49 (Arr. for Theremin & Piano);25;2017;classical;0,165;0,0405;0,109
Ludwig van Beethoven;String Quartet No. 14 in C-Sharp Minor, Op. 131: III. Allegro moderato;29;2017;classical;0,335;0,00568;0,192
